"(x, y)",Year,Month,Town,Block,Floor_Area,Flat_Model,Lease_Commence_Date,Price_Per_Square_Meter
"(8, 136)",2019,07,CHOA CHU KANG,755,154.0,Apartment,1995,3019
"(8, 137)",2019,07,CHOA CHU KANG,755,154.0,Apartment,1995,3019
"(8, 138)",2019,07,CHOA CHU KANG,755,154.0,Apartment,1995,3019
"(8, 139)",2019,07,CHOA CHU KANG,755,154.0,Apartment,1995,3019
"(8, 140)",2019,07,CHOA CHU KANG,755,154.0,Apartment,1995,3019
"(8, 141)",2019,07,CHOA CHU KANG,755,154.0,Apartment,1995,3019
"(8, 142)",2019,07,CHOA CHU KANG,755,154.0,Apartment,1995,3019
"(8, 143)",2019,07,CHOA CHU KANG,755,154.0,Apartment,1995,3019
"(8, 144)",2019,07,CHOA CHU KANG,755,154.0,Apartment,1995,3019
"(8, 145)",2019,07,CHOA CHU KANG,755,154.0,Apartment,1995,3019
"(8, 146)",2019,07,CHOA CHU KANG,755,154.0,Apartment,1995,3019
"(8, 147)",2019,07,CHOA CHU KANG,755,154.0,Apartment,1995,3019
"(8, 148)",2019,07,CHOA CHU KANG,755,154.0,Apartment,1995,3019
"(8, 149)",2019,07,CHOA CHU KANG,755,154.0,Apartment,1995,3019
"(8, 150)",2019,07,CHOA CHU KANG,755,154.0,Apartment,1995,3019
