"(x, y)",Year,Month,Town,Block,Floor_Area,Flat_Model,Lease_Commence_Date,Price_Per_Square_Meter
"(1, 80)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 81)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 82)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 83)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 84)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 85)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 86)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 87)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 88)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 89)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 90)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 91)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 92)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 93)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 94)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 95)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 96)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 97)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 98)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 99)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 100)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 101)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 102)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 103)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 104)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 105)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 106)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 107)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 108)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 109)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 110)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 111)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 112)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 113)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 114)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 115)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 116)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 117)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 118)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 119)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 120)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 121)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 122)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 123)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 124)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 125)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 126)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(1, 127)",2018,09,CHOA CHU KANG,706,132.0,Model A,1995,3023
"(1, 128)",2018,09,CHOA CHU KANG,706,132.0,Model A,1995,3023
"(1, 129)",2018,09,CHOA CHU KANG,706,132.0,Model A,1995,3023
"(1, 130)",2018,09,CHOA CHU KANG,706,132.0,Model A,1995,3023
"(1, 131)",2018,09,CHOA CHU KANG,706,132.0,Model A,1995,3023
"(1, 132)",2018,09,CHOA CHU KANG,706,132.0,Model A,1995,3023
"(1, 133)",2018,09,BUKIT PANJANG,452,142.0,Apartment,1997,3028
"(1, 134)",2018,09,BUKIT PANJANG,452,142.0,Apartment,1997,3028
"(1, 135)",2018,09,BUKIT PANJANG,452,142.0,Apartment,1997,3028
"(1, 136)",2018,09,BUKIT PANJANG,452,142.0,Apartment,1997,3028
"(1, 137)",2018,09,BUKIT PANJANG,452,142.0,Apartment,1997,3028
"(1, 138)",2018,09,BUKIT PANJANG,452,142.0,Apartment,1997,3028
"(1, 139)",2018,09,BUKIT PANJANG,452,142.0,Apartment,1997,3028
"(1, 140)",2018,09,BUKIT PANJANG,452,142.0,Apartment,1997,3028
"(1, 141)",2018,09,BUKIT PANJANG,452,142.0,Apartment,1997,3028
"(1, 142)",2018,09,BUKIT PANJANG,452,142.0,Apartment,1997,3028
"(1, 143)",2018,10,CHOA CHU KANG,681,144.0,Premium Apartment,1999,3181
"(1, 144)",2018,10,CHOA CHU KANG,681,144.0,Premium Apartment,1999,3181
"(1, 145)",2018,10,CHOA CHU KANG,527,148.0,Apartment,1995,3209
"(1, 146)",2018,10,CHOA CHU KANG,527,148.0,Apartment,1995,3209
"(1, 147)",2018,10,CHOA CHU KANG,527,148.0,Apartment,1995,3209
"(1, 148)",2018,10,CHOA CHU KANG,527,148.0,Apartment,1995,3209
"(1, 149)",2018,10,CHOA CHU KANG,108,150.0,Maisonette,1989,3233
"(1, 150)",2018,10,CHOA CHU KANG,108,150.0,Maisonette,1989,3233
"(2, 80)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 81)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 82)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 83)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 84)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 85)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 86)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 87)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 88)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 89)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 90)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 91)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 92)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 93)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 94)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 95)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 96)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 97)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 98)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 99)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 100)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 101)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 102)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 103)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 104)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 105)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 106)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 107)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 108)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 109)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 110)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 111)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 112)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 113)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 114)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 115)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 116)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 117)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 118)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 119)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 120)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 121)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 122)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 123)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 124)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 125)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 126)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(2, 127)",2018,09,CHOA CHU KANG,706,132.0,Model A,1995,3023
"(2, 128)",2018,09,CHOA CHU KANG,706,132.0,Model A,1995,3023
"(2, 129)",2018,09,CHOA CHU KANG,706,132.0,Model A,1995,3023
"(2, 130)",2018,09,CHOA CHU KANG,706,132.0,Model A,1995,3023
"(2, 131)",2018,09,CHOA CHU KANG,706,132.0,Model A,1995,3023
"(2, 132)",2018,09,CHOA CHU KANG,706,132.0,Model A,1995,3023
"(2, 133)",2018,09,BUKIT PANJANG,452,142.0,Apartment,1997,3028
"(2, 134)",2018,09,BUKIT PANJANG,452,142.0,Apartment,1997,3028
"(2, 135)",2018,09,BUKIT PANJANG,452,142.0,Apartment,1997,3028
"(2, 136)",2018,09,BUKIT PANJANG,452,142.0,Apartment,1997,3028
"(2, 137)",2018,09,BUKIT PANJANG,452,142.0,Apartment,1997,3028
"(2, 138)",2018,09,BUKIT PANJANG,452,142.0,Apartment,1997,3028
"(2, 139)",2018,09,BUKIT PANJANG,452,142.0,Apartment,1997,3028
"(2, 140)",2018,09,BUKIT PANJANG,452,142.0,Apartment,1997,3028
"(2, 141)",2018,09,BUKIT PANJANG,452,142.0,Apartment,1997,3028
"(2, 142)",2018,09,BUKIT PANJANG,452,142.0,Apartment,1997,3028
"(2, 143)",2018,10,CHOA CHU KANG,681,144.0,Premium Apartment,1999,3181
"(2, 144)",2018,10,CHOA CHU KANG,681,144.0,Premium Apartment,1999,3181
"(2, 145)",2018,10,CHOA CHU KANG,527,148.0,Apartment,1995,3209
"(2, 146)",2018,10,CHOA CHU KANG,527,148.0,Apartment,1995,3209
"(2, 147)",2018,10,CHOA CHU KANG,527,148.0,Apartment,1995,3209
"(2, 148)",2018,10,CHOA CHU KANG,527,148.0,Apartment,1995,3209
"(2, 149)",2018,10,CHOA CHU KANG,108,150.0,Maisonette,1989,3233
"(2, 150)",2018,10,CHOA CHU KANG,108,150.0,Maisonette,1989,3233
"(3, 80)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 81)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 82)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 83)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 84)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 85)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 86)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 87)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 88)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 89)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 90)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 91)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 92)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 93)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 94)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 95)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 96)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 97)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 98)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 99)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 100)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 101)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 102)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 103)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 104)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 105)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 106)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 107)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 108)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 109)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 110)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 111)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 112)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 113)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 114)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 115)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 116)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 117)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 118)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 119)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 120)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
"(3, 121)",2018,09,WOODLANDS,10,126.0,Standard,1976,2563
